Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
4.07E+14,Sanjog Waghere Patil,Sanjog Waghere Patil,261043,185
1.08E+14,NK Sharma,Digital Arena,260497,130
1.19E+15,Dinesh Singh Babbu,Dinesh Singh Babbu,260437,76
2.21E+14,Dr Santrupt Misra FC,Dr Santrupt Misra FC,259525,364
2.76E+14,Ludhiana di Awaz,merlionglobalaviationacademy,258824,282
1.04E+14,Gurbaaz Singh Sidhu,Gurbaaz Singh Sidhu,258689,45
1.28E+14,Karamjit Singh Anmol Faridkot,Karamjit Singh Anmol Faridkot,257952,24
1.39E+15,Communist Party of India -Marxist Leninist- Liberation CPIML,Communist Party of India -Marxist Leninist- Liberation CPIML,257241,148
2.37E+14,Bhagalpur Lok Sabha - ???????,The Narrative Builders,255909,176
1.03E+14,AP With Lokesh,AP With Lokesh,255856,38
7.93E+14,Manish Tewari,Manish Tewari,255076,224
6.74E+14,Nana Patole,Inspire,254665,130
1.09E+14,Maddila Gurumoorthy,Maddila Gurumoorthy,254036,84
1.64E+14,Rashtriya Lok Dal-?????????? ??? ??,Rashtriya Lok Dal,253377,365
6.92E+14,Team Vijay Inder Singla,Team Vijay Inder Singla,252851,666
1.01E+14,???? ???? ????? ?????????,???? ???? ????? ?????????,251150,85
7.25E+14,Payyavula Sainyam,Payyavula Sainyam,251068,317
4.67E+14,Dr. Arvind Sharma,Dr. Arvind Sharma,250287,792
1.08E+14,Mdmkwing,BreakingIdeas,249618,83
1.14E+14,TVM Talks,TVM Talks,248978,73
2.63E+14,Amethi Rae Bareli ki Kahani,Amethi Rae Bareli ki Kahani,248859,86
1.16E+14,P Mahesh Kumar,P Mahesh Kumar,248630,136
1.98E+15,Ranjeetsingh Hinduraoji Naik Nimbalkar,Ranjeetsingh Hinduraoji Naik Nimbalkar,247948,422
1.61E+14,AA Odisha News,AA Odisha News,247673,196
4.15E+14,Anurag Vishwanath Sharma,Anurag Vishwanath Sharma,245887,596
2.97E+14,N'y?ya? Nellore,Indian National Congress,245538,78
2.07E+14,Tamilmani Subbannan,AdBoss Digital Solutions,245306,65
2.14E+15,Team SujanaChowdary,Team SujanaChowdary,243155,97
1.22E+11,News18 India,News18 India,241243,10
1.51E+15,"Chief Electoral Officer, Punjab","Chief Electoral Officer, Punjab",241222,33
1.11E+14,Ashok Prashar Pappi,Ashok Prashar Pappi,241112,167
2.14E+15,Team SujanaChowdary,Digi Caterpillar,239021,153
2.96E+14,D.M.KathirAnand,ATWIAS INFO SOLUTIONS PVT LTD,238335,38
1.25E+14,Anand Gaddadevaramath,Anand Gaddadevaramath,238180,123
1.01E+14,V V Senthilnathan,V V Senthilnathan,237307,38
7.78E+14,BJP Himachal Pradesh,Bharatiya Janata Party,237229,308
2.06E+14,?????? ??????? ??????????,Mission Victory,236777,272
1.01E+15,BJP Minority Morcha,Bharatiya Janata Party,236720,38
1.02E+14,Nabina Odisha,Nabina Odisha,235398,232
1.11E+14,Dr. Sanjeev Ganesh Naik,Dr. Sanjeev Ganesh Naik,234511,689
5.41E+14,Pulivarthi Nani,Pulivarthi Nani,234403,72
1.22E+17,Galla Madhavi Guntur,Galla Madhavi Guntur,233687,137
1.10E+14,????? 24 ?????,????? 24 ?????,233552,58
2.37E+14,Nivadanuk Express,Suryaputram,232976,357
2.13E+14,Banda Hai Dumdar,Banda Hai Dumdar,232202,48
1.82E+14,Sambasivarao Yeluri,Sambasivarao Yeluri,232142,75
2.33E+14,Modi R Amra,Modi R Amra,231690,185
1.11E+15,Mohan Lal Badoli,Mohan Lal Badoli,231593,283
1.12E+15,Plastic Menace,Plastic Menace,230696,83
2.85E+14,L Thangavel,Arjun,230512,47
1.07E+14,Bail Kolhu,BL Agro Industries Limited,229197,14
1.16E+14,Saidi Reddy Shanampudi,Saidi Reddy Shanampudi,229003,84
1.12E+14,Chamala Kiran Kumar,Chamala Kiran Kumar,226815,64
2.29E+14,Mithilesh Kumar Tiwari,Mithilesh Kumar Tiwari,225843,304
1.56E+14,Sushil Kumar Gupta,Sushil Kumar Gupta,225109,133
9.23E+14,Capt. Meenu Beniwal,Capt. Meenu Beniwal,224184,117
1.04E+14,Anynews Kannada,Anynews Kannada,223919,134
3.64E+14,Surya Samachar,Surya Samachar,223567,198
1.01E+14,"Sound, Light & Soul","Sound, Light & Soul",223402,93
5.74E+14,E3 Talkies,E3 Talkies,222867,24
1.02E+14,Manju Sharma,Manju Sharma,222402,678
2.20E+15,Jodhpur 2024,Jodhpur 2024,222128,105
2.62E+14,Harshvardhan Singh,Digital Unplug,221742,45
8.77E+14,Parminder Singh Brar,Parminder Singh Brar,221581,215
1.28E+14,Team Gajendra Singh Shekhawat,Team Gajendra Singh Shekhawat,220502,413
2.38E+14,Apka Rajasthan,Mr. Rajpurohit Communications,220271,49
5.45E+14,CP Joshi,CP Joshi,220219,45
1.10E+14,Pro Punjab Tv,Pro Punjab Tv,220195,40
1.75E+15,Vijay Jain,Vijay Jain,219236,933
6.52E+14,B Y Raghavendra,B Y Raghavendra,219063,38
2.75E+14,Aapka Kailash,F5 Mannan,217726,270
6.47E+14,BJP Chandigarh,Bharatiya Janata Party,217360,201
3.26E+14,Anjit Suhag,These ads ran without a disclaimer,217197,2
1.04E+14,Bol Himachal - ??? ??????,bolhimachal.com,215986,229
1.06E+14,Bharat Jodo,Bharat Jodo,215734,104
1.06E+14,Venigandla Ramu,Venigandla Ramu,215076,403
2.34E+14,Nabin Bhubaneswar,MindBreakMedia,214966,227
8.07E+14,Kaka Sahil Thakral,Kaka Sahil Thakral,214923,1088
6.71E+14,Bhim Nyay Manch,Bhim Nyay Manch,214462,25
1.52E+14,Gurajala Jagan Mohan,Gurajala Jagan Mohan,213461,75
2.44E+14,Ravindra Waikar,Ravindra Waikar,212712,444
1.71E+14,Dollar Bigboss,Digital Abhiyan,212604,7
1.06E+14,Summit PolCom,Summit Polcom,212445,5
2.26E+14,Jspuday Srinivas Army,Halfway Mark,211061,23
2.38E+14,Rajwinder Singh,Rajwinder Singh Dharamkot,209856,188
5.60E+14,Vinod Kumar Boianapalli,Vinod Kumar Boianapalli,209448,67
1.63E+14,Sustha Odisha,Sustha Odisha,209211,188
2.07E+14,My First Vote To Golay,My First Vote To Golay,208309,77
3.25E+14,Bathinda Updates,Weboo,206470,32
2.18E+14,Gurmeet Singh Khuddian,Gurmeet Singh Khuddian,206166,449
1.09E+14,Ragidi Laxma Reddy,Ragidi Laxma Reddy,205886,154
2.22E+14,Amilinenisurendraarmy,Digi Caterpillar,205334,245
2.76E+14,Dr Sake Sailajanath,Digi Catterpillar,205117,114
2.68E+14,Adv Shine Lal M P,Adridge Media,203814,92
1.03E+14,Amaresh Rai,Amaresh Rai,203299,116
2.07E+15,I Support Brijmohan Agrawal,I Support Brijmohan Agrawal,203120,119
1.10E+14,SriGanesh - Cantonment,SriGanesh - Cantonment,202345,263
2.52E+14,Dinesh Pratap Singh,Dinesh Pratap Singh,202138,118
1.01E+14,Modi Quotes,Modi Quotes,201669,68
1.01E+14,Sankha Odisha - ???? ?????,Sankha Odisha - ???? ?????,200700,355
1.17E+14,Dravida Somberies,Dravida Somberies,200650,181
5.47E+14,Spotify,Spotify,199994,2
3.66E+14,KK RAJU YSRCP,KK RAJU YSRCP,199606,416
1.02E+14,?? ???? ???? ??????????,?? ???? ???? ??????????,199007,141
2.71E+14,????????? ????? ?? ???,Optechs,198580,68
1.09E+14,Ashish Dubey,Ashish Dubey,197113,47
1.50E+15,Jakkampudi Raja,Jakkampudi Raja,196986,59
3.17E+14,Rakesh Daultabad,Rakesh Daultabad,196959,20
1.01E+14,Fan Of Sambit Patra,BOL7 Technologies Private Limited,196577,441
1.02E+14,Aapanna Hastham,Aapanna Hastham,196401,39
1.41E+14,Kishan Reddy Gangapuram,Kishan Reddy Gangapuram,196342,57
1.06E+14,Tapashilir Sanglap,Taphashilir Sanglap,196318,5
1.02E+14,Dr T R Paarivendhar,CREATIVE FRENZY PRIVATE LIMITED,195425,51
2.28E+15,Good Politics Group,Good Politics Group,195257,40
2.74E+14,Narendra-Devendra,Suryaputram,194746,308
2.42E+14,Srinubabu Gedela,Srinubabu Gedela,194572,53
1.00E+14,Bhak Budbak - ?? ?????,Bhak Budbak - ?? ?????,193577,308
1.08E+14,News Arena India,News Arena India,193225,36
4.28E+14,Archana Ranajagjitsinha Patil,Archana Ranajagjitsinha Patil,192800,213
2.37E+14,Annu Tandon,Annu Tandon,192313,122
5.87E+14,Sunil Mendhe,Sunil Mendhe,191757,367
5.05E+14,BJP Jammu & Kashmir,Bharatiya Janata Party (BJP),191427,101
2.11E+14,Bhaskar Bhagare - ?????? ????,Bhaskar Bhagare - ?????? ????,191160,155
1.70E+15,Lokdal,Lokdal,191104,83
1.81E+14,Jitu Patwari,Jitu Patwari,190970,58
2.86E+14,Mansoor For Change,aman swaraj,190858,166
4.21E+14,Eknath Shinde - ????? ?????? ?????,Eknath Shinde - ????? ?????? ?????,190093,12
1.94E+14,Biyyapu Madhusudhan Reddy,Biyyapu Madhusudhan Reddy,189979,230
2.19E+14,Lallu Singh,Lallu Singh,189706,345
2.59E+14,Vote For Dr. Hemang Joshi,Saffron Media Group,189666,149
2.67E+14,Praveen Pathak,Praveen Pathak,189360,281
1.14E+14,Godrej & Boyce,Godrej & Boyce,188793,1
5.89E+14,Dr. Dharamvira Gandhi,Dr. Dharamvira Gandhi,188440,131
1.11E+14,Income Tax Department Mumbai,Income Tax Department Mumbai,188164,3
6.07E+14,YS Avinash Reddy,YS Avinash Reddy,187600,136
6.90E+14,Duddukunta Sreedhar Reddy,Duddukunta Sreedhar Reddy,187468,50
2.62E+14,Rana Gurmit Singh Sodhi,Rana Gurmit Singh Sodhi,187209,373
1.55E+14,Kesineni Nani,Kesineni Nani,186501,91
1.45E+15,MLA Jaggireddy fans,MLA Jaggireddy fans,186463,61
3.84E+14,Devendra Yadav,Think First,186379,228
1.03E+14,Botcha Sandeep,Botcha Sandeep,186322,248
2.14E+14,Mi Devendra Sobat - ?? ???????? ????,Suryaputram,185589,293
1.02E+14,"CPIML Liberation, Bihar",Communist Party of India -Marxist Leninist- Liberation CPIML,185520,124
1.14E+14,Sobha Surendran,Sobha Surendran,185261,38
3.40E+14,Aam Aadmi Party Assam,Aam Aadmi Party Assam,185162,12
1.38E+14,Stratzy,Stratzy,184816,6
1.06E+14,Badeti Radhakrishnayya,Badeti Radhakrishnayya,184526,435
9.96E+14,Kothapalli Geetha,Political Engineer,184235,55
1.01E+14,Dr. Dhananjaya Sarji  ???? - ?????,Dr. Dhananjaya Sarji  ???? - ?????,184102,310
1.02E+14,Sarita Panda,Sarita Panda,184016,13
1.20E+14,One Buldana Mission,One Buldana Mission,183795,158
1.14E+14,Sunil Kumar Karumuri,Sunil Kumar Karumuri,183552,94
2.07E+14,Dil me Modi,Blow Horn Media,183429,72
2.19E+14,Virendra Sachdeva,App,183424,228
1.02E+14,Prof Rajeev Gowda for Bangalore North,Prof Rajeev Gowda for Bangalore North,183186,15
2.33E+14,Save Punjab,Save Punjab,183022,174
1.81E+14,Bhashyam Praveen TDP,Bhashyam Praveen TDP,182911,45
1.66E+14,Dileep Chakravarthy Byra,Dileep Chakravarthy Byra,182691,163
2.64E+14,Dr. Mahesh Sharma,Dr. Mahesh Sharma,182676,99
2.55E+14,Neetish Kumar - ????? ????? ???? ??????,Faltech Services Private Limited,182198,107
1.42E+15,Preneet Kaur,Preneet Kaur,181977,120
6.14E+14,V Joy MLA,V Joy MLA,181858,107
2.38E+14,?? ??? ?????? ??????,Suryaputram,181496,286
2.66E+14,Rekhaben Hitesh Chaudhari,Rekhaben Chuadhari office,181369,54
3.95E+14,Mathrubhumi News,Mathrubhumi News,181209,12
2.25E+14,Sanjay Tandon,Digiciti Online,180970,139
1.04E+14,Sujana For Vijayawada West,Sujana For Vijayawada West,180696,627
1.32E+14,Kya BAL Uttarakhand - ???? ?? ?????????,Kya BAL Uttarakhand - ???? ?? ?????????,180444,258
1.04E+14,Julakanti Brahmananda Reddy,Julakanti Brahmananda Reddy,180032,240
1.04E+14,Challa Ramachandra Reddy,Challa Ramachandra Reddy,179852,311
3.12E+14,Mitsubishi Electric,Mitsubishi Electric,179588,8
1.05E+14,Bua Babua - ??? ????,Bua Babua,179510,327
1.07E+14,Vijender Singh,Vijender Singh,179443,479
2.05E+14,Konda Vishweshwar Reddy,Konda Vishweshwar Reddy,179096,190
4.80E+14,Dr Vivek Venkataswamy Fan,Dr Vivek Venkataswamy Fan,179011,11
1.40E+15,John Pandian,Adsense Technologies Private Limited,178780,36
1.29E+14,Manorama Online,The Malayala Manorama Company Ltd,176714,43
1.07E+14,Kesineni Sivanath,Kesineni Sivanath,176654,281
1.10E+14,ADMK Videos,ADMK Videos,176592,125
1.06E+14,Mrinal Hebbalkar,Mrinal Hebbalkar,175960,348
3.75E+14,Ravindra Chavan,Ravindra Chavan,175960,199
1.01E+14,Hulgesh Chalwadi - ?????? ??????,Hulgesh Chalwadi - ?????? ??????,175898,97
1.70E+15,Ramvichar Netam,Ramvichar Netam,175564,1567
2.76E+14,North Pangu South Pangu Da,Tropaa Studio Pvt Ltd,174787,148
1.01E+14,Virendra Singh,Virendra Singh,174155,55
1.85E+14,Abol Tabol Bongo,Blow Horn Media,173151,51
1.64E+14,Ram Satpute - ????? ??? ???????,Outstretch Analytics and Media,172642,57
2.05E+14,Dr. Udit Raj,Dr. Udit Raj,172408,123
5.52E+14,Kamaljeet Sehrawat,Marigold Media,172089,46
6.53E+14,Kavati Manohar Naidu,Kavati Manohar Naidu,171951,229
2.67E+14,Kandukuru Vijaya Sai Reddy Vijayam Kosam,Kandukuru Vijaya Sai Reddy Vijayam Kosam,171755,192
2.48E+14,BSK4Karimnagar,Political Engineer,171635,51
2.61E+14,Kuldeep Indora,Kuldeep Indora,171480,787
2.28E+14,??????????????? ???????? ??? - Maharashtrachya Vikasacha Ravi,??????????????? ???????? ??? - Maharashtrachya Vikasacha Ravi,171227,26
3.44E+14,Dainik Savera,Dainik Savera,171128,621
1.08E+14,Thirumala Kumar Konam,provenprofits Digital marketing,170810,151
1.44E+15,Yarapathineni Srinivasarao,Yarapathineni Srinivasarao,170553,42
2.56E+14,Udayagiri  - Vijaya Sai Reddy Vijayam Kosam,Udayagiri  - Vijaya Sai Reddy Vijayam Kosam,170503,196
3.72E+14,Dharmendra Pradhan Fan Club,Dharmendra Pradhan Fan Club,170367,151
2.07E+15,Debendra Kumar Sahoo,Debendra Kumar Sahoo,170155,52
1.88E+15,Vote for Sujana,Vote for Sujana,169879,772
2.55E+14,Nellore City- Vijaya Sai Reddy Vijayam Kosam,Nellore City- Vijaya Sai Reddy Vijayam Kosam,169820,202
2.44E+14,Boianapallivinodannasainyam,Boianapallivinodannasainyam,169641,40
1.52E+14,?? ???? ????? ????????,?? ???? ????? ????????,169002,51
2.33E+14,Modi R Amra,Blow Horn Media,168965,147
2.67E+14,Saroj Pandey,Saroj Pandey,168419,80
1.49E+15,Dr Jitendra Singh,Dr Jitendra Singh,167778,400
6.02E+14,Patnam Suneetha Mahender Reddy,Stratmark Consulting,167672,10
5.66E+14,Karnataka - Updates,Karnataka - Updates,167494,67
2.75E+14,Modiyargal OG,Tropaa Studio Pvt Ltd,167487,128
8.01E+14,Ijk parivendhar fans,Ijk parivendhar fans,166713,49
3.24E+14,Chandigarh Da Manish,Congress,166445,243
1.75E+14,Sanjay Dina Patil,Sanjay Dina Patil,166130,132
1.75E+15,Sanjay Kaka Patil,Sanjay Kaka Patil,165627,199
1.03E+14,Nisith Pramanik Fanpage,Nisith Pramanik Fanpage,165470,62
1.67E+14,Akshay Kanti Bam,Akshay Kanti Bam,165242,97
2.99E+14,Subasini Jena,Subasini Jena,165105,350
4.11E+14,K.C. Venugopal,K.C. Venugopal,164923,32
2.43E+14,????????? ???,Rohith Sampathi,164753,41
1.15E+14,Uday Srinivas Tangella JSP,Demos Project Pvt LTD,164012,47
1.10E+14,Mohan Lal Badoli Fan Club,Mohan Lal Badoli Fan Club,162915,314
2.66E+14,Kovur Vijaya Sai Reddy Vijayam Kosam,Kovur Vijaya Sai Reddy Vijayam Kosam,162649,189
2.77E+14,????????? ????????,Minsway Solutions Pvt Ltd,161793,32
1.05E+14,Ek Bharat News,Ek Bharat News,161389,148
1.06E+14,Raja Budhiraja Karnal,Raja Budhiraja Karnal,160703,96
1.09E+14,Digital HiFi,Digital HiFi,160676,9
4.24E+14,Mahender Pratap Singh,Mahender Pratap Singh,159750,307
1.12E+14,United States of India Party-Tamilnadu,United States of India Party,159237,18
2.54E+14,Gottipati Lakshmi For Darsi,Aadhan Media Pvt Ltd,159037,11
2.62E+14,Daggumalla Prasada Rao Ofcl,UnZipDigital Pvt Ltd,159028,110
3.28E+14,Sadashiv Lokhande MP,Sadashiv Lokhande MP,158879,150
1.05E+14,Guddu Raja Bundela,Guddu Raja Bundela,158287,176
1.08E+14,Kartavyam Nasha Mukti Kendra,Kartavyam Nasha Mukti Kendra,158200,6
2.18E+14,Virtual Voter,Virtual Voter,157266,11
1.04E+14,?? ????? - Me Marathi,?? ????? - Me Marathi,157061,15
1.00E+14,???? ????????,???? ????????,156771,83
2.52E+14,Nellore Rural - Vijaya Sai Reddy Vijayam Kosam,Nellore Rural - Vijaya Sai Reddy Vijayam Kosam,156524,169
2.23E+15,M Lakshman,M Lakshman,156476,72
2.53E+14,Smita Uday Wagh,ContentOcean Infotech Private Limited,156418,100
1.21E+14,Sagar Charan Das,Sagar Charan Das,156198,91
1.14E+14,Gali Bhanu Prakash,Gali Bhanu Prakash,156095,306
2.93E+14,Gajendra Singh Patel,Gajendra Singh Patel,156008,1110
6.39E+14,Kodali Nani Fans,Kodali Nani Fans,155831,260
1.84E+14,Om Rajenimbalkar - ?? ????????????,Om Rajenimbalkar - ?? ????????????,155600,41
2.85E+14,I Support Biplab Kumar Deb,Brand Recourse Technologies,155538,78
1.08E+14,Team Ranjith Reddy,Team Ranjith Reddy,155408,142
1.11E+14,??????? ???? ????????? ??????,??????? ???? ????????? ??????,155233,108
4.26E+14,MT Culture Club,Collateral The Storytellers,154997,13
1.04E+14,Supriya Tai Sule - ??????? ????? ???,Supriya Tai Sule - ??????? ????? ???,154780,144
2.29E+14,Sikkim Bachao Abhiyan,Sikkim Democratic Front,154256,68
1.61E+15,Jagdeep Singh Kaka Brar,Jagdeep Singh Kaka Brar,154130,58
1.11E+14,Inder Singh,Inder Singh,154115,394
2.98E+14,Arun Shrivastava,LIVE NOTIFIED,153976,64
1.17E+14,?? ??????? ?? ?????????,?? ??????? ?? ?????????,153100,65
4.66E+14,Devender Kadyan,Devender Kadyan,152921,675
8.94E+14,Dara Singh Prajapati,Dara Singh Prajapati,152335,419
2.86E+14,Manish Tewari De Fan,Congress,152319,235
5.37E+14,Sukhbir Singh Jaunapuria,Sukhbir Singh Jaunapuria,152252,60
1.08E+14,NTK ITWing,NTK ITWing,152157,51
2.50E+14,Kavali Vijaya Sai Reddy Vijayam Kosam,Kavali Vijaya Sai Reddy Vijayam Kosam,152111,183
1.16E+14,Raama Sreenivasan,Raama Sreenivasan,152044,47
1.48E+14,Fanofvivekvenkatswamy,Fanofvivekvenkatswamy,151865,57
1.04E+15,Sesame Workshop - India,Sesame Workshop India,151490,11
2.13E+14,Jai Bharat Vizag North,Jai Bharat National Party,151134,117
2.58E+14,?????????-??? ?? ???? ???? ?????,Congress Phir Se,150699,211
1.10E+15,Vamsi Krishna Yadav,Vamsi Krishna Yadav,150662,124
1.01E+14,??? ?? ????????,??? ?? ????????,150100,59
1.00E+14,Mohammed Naseer,Mohammed Naseer,149935,13
2.12E+14,DotNews,DotNews,149552,83
1.14E+14,Amit Patkar,Amit Patkar,149287,197
2.79E+14,BJP Rajnandgaon Lok Sabha,BJP Rajnandgaon Lok Sabha,149249,70
2.21E+14,Dollysharmainc,Campaigning Source,149246,79
1.39E+14,Kumaraswamy for CM,Kumaraswamy for CM,148872,94
1.08E+14,Kota Bundi - ?????? ???????,Kota Bundi - ?????? ???????,148817,36
1.06E+14,Kandula Narayana Reddy,Kandula Narayana Reddy,147965,20
1.58E+14,Sunil Bose,Sunil Bose,147936,46
2.47E+14,Atmakur Vijaya Sai Reddy Vijayam Kosam,Atmakur Vijaya Sai Reddy Vijayam Kosam,147889,200
1.12E+14,??????? ??? ??????,??????? ??? ??????,147551,39
1.05E+14,Adv Balwinder Kumar,Adv Balwinder Kumar,147082,40
1.34E+15,Akshat Singh,Akshat Singh,146430,28
1.16E+14,????? ???????????- ????? ?????,????? ???????????- ????? ?????,146394,24
7.66E+14,Fan Dr. Gandhi De,Relyef,146372,40
1.84E+14,Rao Inderjit Singh,Rao Inderjit Singh,146074,189
2.07E+14,Dil me Modi,Dil me Modi,145865,130
1.11E+14,Laljit Singh Bhullar,Laljit Singh Bhullar,145612,137
1.02E+14,Dr. Pradeep Kumar Panigrahy,Dr. Pradeep Kumar Panigrahy,145268,14
3.60E+14,Kurukshetra Samachar,Kurukshetra Samachar,144958,128
5.19E+14,Vikram Tea Processor Pvt. Ltd.,Vikram Tea Processor Pvt. Ltd.,144767,10
8.41E+14,Sravan Kumar Tenali,Sravan Kumar Tenali,144671,21
2.63E+14,Pakkaa Local,Pakkaa Local,144420,90
4.89E+14,Mahabal Mishra,Mahabal Mishra,144293,93
1.23E+14,????????? ?? ???? ???? ?????,Congress Phir Se,143913,197
2.09E+14,Mana Modi Ra,Tropaa Studio Pvt Ltd,143798,237
85014209445,Amul,Amul,143759,14
2.51E+14,BJP Raipur Loksabha,BJP Raipur Loksabha,143658,134
6.68E+14,Rohit Kumar Singh,Rohit Kumar Singh,143649,429
1.38E+15,Priyanka Balan Meghwal,Priyanka Balan Meghwal,143491,565
1.77E+14,????????    ???????,????????    ???????,142930,14
1.75E+15,Debesh Acharya,Debesh Acharya,142720,421
2.35E+14,Kolagatla Veerabhadra Swamy,digital democracy,142702,73
1.72E+15,Ajay Pratap Singh,Easy Social,142516,176
1.15E+14,Ashutosh Kale,Ashutosh Kale,142480,24
1.64E+15,Ramoji Gowda,Ramoji Gowda,142475,508
2.03E+14,Dr Harish Gowda For Bengaluru South,Harish Gowda,142440,13
2.86E+14,We support Pandit Amarpal Sharma,We support Pandit Amarpal Sharma,142346,181
7.23E+14,Aditi Tatkare,Aditi Tatkare,142313,27
1.01E+15,Anil Firojiya,Anil Firojiya,142234,266
1.06E+14,Konda Vishanna Army,Konda Vishanna Army,141895,181
1.21E+14,Yogender Chandolia,Yogender Chandolia,141773,250
1.78E+15,I Support Om Birla,I Support Om Birla,141767,99
8.55E+14,Silpa Ravi Reddy,Silpa Ravi Reddy,141287,154
1.02E+14,???? ??? ??????,???? ??? ??????,141122,21
1.18E+14,Rajeev Gowda,Rajeev Gowda,141071,30
5.82E+14,Ashish Sood,Ashish Sood,140431,97
4.10E+14,Rituraj Sinha,Rituraj Sinha,140377,192
1.51E+15,"Sahiram Pehalwan, ??????","Sahiram Pehalwan, ??????",139957,338
3.36E+14,Dr. Shivkumar Dahariya,Dr. Shivkumar Dahariya,139677,247
1.48E+14,Ranajagjitsinha Patil,Ranajagjitsinha Patil,139558,165
1.14E+14,Chandigarh Vibes,Chandigarh Vibes,139002,83
1.05E+14,Fan Jagdeep Singh De,Fan Jagdeep Singh De,138939,38
7.85E+14,Devender Yadav,Devender Yadav,138853,168
2.10E+14,Viksit Bharat,Tropaa Studio Pvt Ltd,138734,198
1.46E+15,Gudivada Gusagusalu,Gudivada Gusagusalu,138481,262
1.40E+14,Pankajkumar Desai,Pankajkumar Desai,138450,76
4.75E+14,Raj Babbar,Raj Babbar,138267,219
1.33E+15,Saumitra khan,Avik Bhattacharjee,138222,55
2.24E+14,"??? ?????, ???? ???- Nua Odisha, Nabin Ashaa","??? ?????, ???? ???",138092,410
3.49E+14,BJP Porbandar,BJP Porbandar,137899,92
7.04E+14,DesignBoxed,DesignBoxed,137752,64
2.75E+14,Youngistan Organization,Youngistan Organization,136697,62
1.13E+14,???? ????? ?????????? ????,???? ????? ?????????? ????,135878,75
1.21E+14,Chaudhary Bijendra Singh,Shraddha Creative,135449,253
2.99E+14,Sunil Tewatia,digital pitch,135133,157
1.31E+15,????? ?? ????,????? ?? ????,134909,676
4.53E+14,Adireddy Srinivas,Politics for Impact,134833,82
1.04E+14,Shyamkumar Barve,Shyamkumar Barve,134645,62
1.67E+15,Jeevan Reddy Thatiparthi,Jeevan Reddy Thatiparthi,134251,82
2.49E+14,Priyadarshi Mishra,FASTTEND DIGITAL,134171,49
1.04E+14,Vikas Thakre,Vikas Thakre,133570,23
1.03E+14,Parshottam Rupala,Parshottam Rupala,133154,36
2.63E+15,Gadde Ramamohan,Gadde Ramamohan,133128,83
1.88E+14,?????? ??.??.,?????? ??.??.,132827,179
2.21E+15,Ethara Paribartan Ethara Niranjan,Ethara Paribartan Ethara Niranjan,132518,170
2.05E+15,The Voice of Fashion,The Voice of Fashion,132307,9
1.16E+14,Viral Video,Viral Video,131566,55
3.91E+14,Prabhavatamma Alle,Prabhavatamma Alle,131356,72
1.06E+14,Anna Rambabu,Anna Rambabu,131349,300
2.83E+14,Bpac,B Pac,131302,167
1.04E+14,Nirbhay,Nirbhay,131053,74
5.27E+14,Dr.Amol Kolhe,Dr.Amol Kolhe,130968,21
1.44E+15,Yarapathineni Srinivasarao,TT,130956,74
